"Name";"RecordingGivid";"LayerCode";"CoverCode";"OriginalName";"ScientificName";"PhenologyCode";"CoverageCode";"PctValue";"RecordingScale"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Trifolium repens L.";"Trifolium repens L.";"-";"f";8;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Luzula multiflora (Ehrh.) Lej.";"Luzula multiflora (Ehrh.) Lej.";"-";"f";8;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Calliergonella cuspidata (Hedw.) Loeske";"Calliergonella cuspidata (Hedw.) Loeske";"-";"d";60;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Dactylorhiza praetermissa (Druce) Soó";"Dactylorhiza praetermissa (Druce) Soó";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Lychnis flos-cuculi L.";"Lychnis flos-cuculi L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Juncus bufonius L.";"Juncus bufonius L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Cardamine pratensis L.";"Cardamine pratensis L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Lycopus europaeus L.";"Lycopus europaeus L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Galium palustre L.";"Galium palustre L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Agrostis stolonifera L.";"Agrostis stolonifera L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Taraxacum";"Taraxacum";"-";"r";1;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Prunella vulgaris L.";"Prunella vulgaris L.";"-";"r";1;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Eleocharis multicaulis (Smith) Desv.";"Eleocharis multicaulis (Smith) Desv.";"-";"r";1;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Hypericum tetrapterum Fries";"Hypericum tetrapterum Fries";"-";"r";1;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Epipactis palustris (L.) Crantz";"Epipactis palustris (L.) Crantz";"-";"r";1;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Alnus incana (L.) Moench";"Alnus incana (L.) Moench";"K";"r";1;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010915000761";"K";"60";"Castanea sativa Mill.";"Castanea sativa Mill.";"K";"r";1;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922225486";"MO";"40";"Calliergonella cuspidata (Hedw.) Loeske";"Calliergonella cuspidata (Hedw.) Loeske";"-";"4";40;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"MO";"40";"Bryum pseudotriquetrum (Hedw.) P.Gaertn. et al.";"Bryum pseudotriquetrum (Hedw.) P.Gaertn. et al.";"-";"a1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Pedicularis palustris L.";"Pedicularis palustris L.";"-";"1+";12;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Lotus pedunculatus Cav.";"Lotus pedunculatus Cav.";"-";"1+";12;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Galium palustre L.";"Galium palustre L.";"-";"m1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Rhinanthus angustifolius C.C. Gmel.";"Rhinanthus angustifolius C.C. Gmel.";"-";"a1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Lysimachia vulgaris L.";"Lysimachia vulgaris L.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Lythrum salicaria L.";"Lythrum salicaria L.";"-";"m2";2;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Carex demissa Vahl ex Hartm.";"Carex demissa Vahl ex Hartm.";"-";"2";20;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Holcus lanatus L.";"Holcus lanatus L.";"-";"1-";7;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Myosotis laxa subsp. cespitosa (C.F. Schultz) Hyl. ex Nordh.";"Myosotis cespitosa C.F. Schultz";"-";"m1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Juncus acutiflorus Ehrh. ex Hoffmann";"Juncus acutiflorus Ehrh. ex Hoffmann";"-";"m1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Cardamine pratensis L.";"Cardamine pratensis L.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Eleocharis multicaulis (Smith) Desv.";"Eleocharis multicaulis (Smith) Desv.";"-";"a2";2;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Carex echinata Murray";"Carex echinata Murray";"-";"a2";2;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Ranunculus flammula L.";"Ranunculus flammula L.";"-";"a1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Juncus articulatus L.";"Juncus articulatus L.";"-";"m1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Salix";"Salix";"K";"a4";4;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Cerastium fontanum subsp. vulgare (Hartm.) Greuter et Burdet";"Cerastium fontanum subsp. vulgare (Hartm.) Greuter et Burdet";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Lolium perenne L.";"Lolium perenne L.";"-";"r1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Lycopus europaeus L.";"Lycopus europaeus L.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Anthoxanthum odoratum L.";"Anthoxanthum odoratum L.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Trifolium repens L.";"Trifolium repens L.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Ranunculus repens L.";"Ranunculus repens L.";"-";"a1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Scirpus setaceus L.";"Scirpus setaceus L.";"-";"r1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Agrostis capillaris L.";"Agrostis capillaris L.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Cirsium palustre (L.) Scop.";"Cirsium palustre (L.) Scop.";"-";"r1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Sagina procumbens L.";"Sagina procumbens L.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Trifolium dubium Sibth.";"Trifolium dubium Sibth.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Juncus bulbosus L.";"Juncus bulbosus L.";"-";"r1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922225486";"K";"70";"Poa trivialis L.";"Poa trivialis L.";"-";"r1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017010922050123";"MO";"40";"Calliergonella cuspidata (Hedw.) Loeske";"Calliergonella cuspidata (Hedw.) Loeske";"-";"d";60;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"MO";"40";"Bryum pseudotriquetrum (Hedw.) P.Gaertn. et al.";"Bryum pseudotriquetrum (Hedw.) P.Gaertn. et al.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"MO";"40";"Aulacomnium palustre (Hedw.) Schwägr.";"Aulacomnium palustre (Hedw.) Schwägr.";"-";"r";1;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"MO";"40";"Sphagnum auriculatum Schimp.";"Sphagnum auriculatum Schimp.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Pedicularis palustris L.";"Pedicularis palustris L.";"-";"a";15;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Lotus pedunculatus Cav.";"Lotus pedunculatus Cav.";"-";"a";15;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Galium palustre L.";"Galium palustre L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Rhinanthus angustifolius C.C. Gmel.";"Rhinanthus angustifolius C.C. Gmel.";"-";"f";8;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Lysimachia vulgaris L.";"Lysimachia vulgaris L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Lythrum salicaria L.";"Lythrum salicaria L.";"-";"f";8;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Carex demissa Vahl ex Hartm.";"Carex demissa Vahl ex Hartm.";"-";"d";60;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Holcus lanatus L.";"Holcus lanatus L.";"-";"a";15;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Myosotis laxa subsp. cespitosa (C.F. Schultz) Hyl. ex Nordh.";"Myosotis cespitosa C.F. Schultz";"-";"f";8;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Juncus acutiflorus Ehrh. ex Hoffmann";"Juncus acutiflorus Ehrh. ex Hoffmann";"-";"f";8;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Cardamine pratensis L.";"Cardamine pratensis L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Eleocharis multicaulis (Smith) Desv.";"Eleocharis multicaulis (Smith) Desv.";"-";"f";8;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Carex echinata Murray";"Carex echinata Murray";"-";"f";8;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Ranunculus flammula L.";"Ranunculus flammula L.";"-";"f";8;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Juncus articulatus L.";"Juncus articulatus L.";"-";"f";8;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Salix";"Salix";"K";"a";15;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Cerastium fontanum subsp. vulgare (Hartm.) Greuter et Burdet";"Cerastium fontanum subsp. vulgare (Hartm.) Greuter et Burdet";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Lolium perenne L.";"Lolium perenne L.";"-";"r";1;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Lycopus europaeus L.";"Lycopus europaeus L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Anthoxanthum odoratum L.";"Anthoxanthum odoratum L.";"-";"f";8;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Trifolium repens L.";"Trifolium repens L.";"-";"f";8;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Scirpus setaceus L.";"Scirpus setaceus L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Agrostis capillaris L.";"Agrostis capillaris L.";"-";"f";8;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Cirsium palustre (L.) Scop.";"Cirsium palustre (L.) Scop.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Sagina procumbens L.";"Sagina procumbens L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Trifolium dubium Sibth.";"Trifolium dubium Sibth.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Juncus bulbosus L.";"Juncus bulbosus L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Poa trivialis L.";"Poa trivialis L.";"-";"r";1;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Carex panicea L.";"Carex panicea L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Lychnis flos-cuculi L.";"Lychnis flos-cuculi L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Carex lasiocarpa Ehrh.";"Carex lasiocarpa Ehrh.";"-";"r";1;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Luzula multiflora (Ehrh.) Lej.";"Luzula multiflora (Ehrh.) Lej.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Centaurium erythraea Rafn";"Centaurium erythraea Rafn";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Hypochaeris radicata L.";"Hypochaeris radicata L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Agrostis stolonifera L.";"Agrostis stolonifera L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Betula";"Betula";"K";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Cynosurus cristatus L.";"Cynosurus cristatus L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Salix repens L.";"Salix repens L.";"-";"r";1;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Hydrocotyle vulgaris L.";"Hydrocotyle vulgaris L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Bellis perennis L.";"Bellis perennis L.";"-";"r";1;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017010922050123";"K";"70";"Ranunculus repens L.";"Ranunculus repens L.";"-";"o";3;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017012016215306";"MO";"90";"Pseudoscleropodium purum (Hedw.) M.Fleisch.";"Pseudoscleropodium purum (Hedw.) M.Fleisch.";"-";"7";70;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"MO";"90";"Rhytidiadelphus squarrosus (Hedw.) Warnst.";"Rhytidiadelphus squarrosus (Hedw.) Warnst.";"-";"2";20;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Luzula campestris (L.) DC.";"Luzula campestris (L.) DC.";"-";"3";30;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Agrostis capillaris L.";"Agrostis capillaris L.";"-";"3";30;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Hypericum perforatum L.";"Hypericum perforatum L.";"-";"1-";7;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Stellaria graminea L.";"Stellaria graminea L.";"-";"1";10;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Prunella vulgaris L.";"Prunella vulgaris L.";"-";"m4";4;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Veronica officinalis L.";"Veronica officinalis L.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Galium saxatile L.";"Galium saxatile L.";"-";"m2";2;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Trifolium dubium Sibth.";"Trifolium dubium Sibth.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Senecio jacobaea L.";"Senecio jacobaea L.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Teucrium scorodonia L.";"Teucrium scorodonia L.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Holcus lanatus L.";"Holcus lanatus L.";"-";"a1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Cirsium arvense (L.) Scop.";"Cirsium arvense (L.) Scop.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Rumex acetosella L.";"Rumex acetosella L.";"-";"m2";2;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Trifolium repens L.";"Trifolium repens L.";"-";"m4";4;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Veronica serpyllifolia L.";"Veronica serpyllifolia L.";"-";"a1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Crepis capillaris (L.) Wallr.";"Crepis capillaris (L.) Wallr.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Achillea millefolium L.";"Achillea millefolium L.";"-";"a1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Vulpia bromoides (L.) S.F. Gray";"Vulpia bromoides (L.) S.F. Gray";"-";"r1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Ranunculus repens L.";"Ranunculus repens L.";"-";"p1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Cerastium glomeratum Thuill.";"Cerastium glomeratum Thuill.";"-";"r1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Hieracium";"Hieracium";"-";"r1";1;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012016215306";"K";"90";"Festuca rubra L.";"Festuca rubra L.";"-";"m2";2;"Londo (1) volledig"
"N2000meetnet_Grasland";"IV2017012015481765";"MO";"90";"Pseudoscleropodium purum (Hedw.) M.Fleisch.";"Pseudoscleropodium purum (Hedw.) M.Fleisch.";"-";"d";60;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017012015481765";"MO";"90";"Rhytidiadelphus squarrosus (Hedw.) Warnst.";"Rhytidiadelphus squarrosus (Hedw.) Warnst.";"-";"a";15;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017012015481765";"K";"90";"Luzula campestris (L.) DC.";"Luzula campestris (L.) DC.";"-";"cd";40;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017012015481765";"K";"90";"Agrostis capillaris L.";"Agrostis capillaris L.";"-";"cd";40;"Tansley IHD"
"N2000meetnet_Grasland";"IV2017012015481765";"K";"90";"Hypericum perforatum L.";"Hypericum perforatum L.";"-";"a";15;"Tansley IHD"
